cotovelo_direito,cotovelo_esquerdo,ombro_direito,ombro_esquerdo,cintura_direita,cintura_esquerda,joelho_direito,joelho_esquerdo,braco_direito,braco_esquerdo,figure,image_name
105,157,0,159,142,125,178,179,0.33126293995859213,0.24708624708624707,arabesque,perspective_1_arabesque_11.jpeg
130,146,29,142,130,161,176,152,0.48771021992238034,0.2851985559566787,arabesque,perspective_2_arabesque_16.jpeg
76,97,179,4,151,120,164,167,0.2092511013215859,0.32897196261682243,arabesque,perspective_2_flipped_arabesque_19.jpeg
128,156,48,22,134,130,176,172,0.35174418604651164,0.3313343328335832,arabesque,flipped_arabesque_39.jpeg
23,56,41,113,119,166,178,178,0.20907297830374755,0.2504672897196262,arabesque,arabesque_67.jpeg
76,56,153,11,168,124,172,179,0.17543859649122806,0.2513274336283186,arabesque,flipped_arabesque_64.jpeg
94,50,154,26,169,127,170,169,0.13598326359832635,0.21631878557874762,arabesque,perspective_2_flipped_arabesque_61.jpeg
135,94,89,166,139,159,166,179,0.42748091603053434,0.3397887323943662,arabesque,perspective_1_arabesque_53.jpeg
153,133,148,9,166,119,178,178,0.41589403973509936,0.40963855421686746,arabesque,flipped_arabesque_69.jpeg
142,34,44,62,128,159,169,166,0.3229166666666667,0.10784313725490197,arabesque,arabesque_44.jpeg
89,134,156,1,149,124,168,163,0.12212389380530973,0.3868974042027194,arabesque,flipped_arabesque_58.jpeg
92,97,25,144,134,161,171,167,0.2565217391304348,0.32142857142857145,arabesque,perspective_1_arabesque_68.jpeg
171,9,84,80,134,116,177,152,0.36764705882352944,0.1,arabesque,arabesque_27.jpeg
90,68,156,12,167,120,176,178,0.23467600700525393,0.2517123287671233,arabesque,flipped_arabesque_63.jpeg
44,125,66,45,136,127,168,177,0.08040201005025126,0.2988505747126437,arabesque,perspective_2_flipped_arabesque_27.jpeg
166,130,128,78,163,121,168,173,0.3674775928297055,0.42491268917345754,arabesque,flipped_arabesque_49.jpeg
135,21,10,13,165,116,169,171,0.24912891986062718,0.3265625,arabesque,perspective_2_flipped_arabesque_41.jpeg
112,136,18,178,127,162,168,166,0.30511463844797176,0.2056451612903226,arabesque,perspective_2_arabesque_11.jpeg
133,137,37,153,118,174,151,171,0.4555084745762712,0.27605633802816903,arabesque,arabesque_16.jpeg
146,119,75,42,142,143,178,127,0.36824877250409166,0.33562822719449226,arabesque,perspective_2_flipped_arabesque_9.jpeg
141,97,11,166,128,148,177,167,0.3647214854111406,0.16695652173913045,arabesque,arabesque_59.jpeg
107,17,90,9,153,122,175,164,0.3129139072847682,0.1683366733466934,arabesque,perspective_2_flipped_arabesque_32.jpeg
79,64,159,18,163,120,171,172,0.1834625322997416,0.2768878718535469,arabesque,perspective_1_flipped_arabesque_64.jpeg
109,136,160,18,155,127,178,163,0.23773584905660378,0.45625841184387617,arabesque,perspective_2_flipped_arabesque_17.jpeg
110,163,66,34,130,129,157,159,0.3262786596119929,0.38977635782747605,arabesque,arabesque_39.jpeg
118,72,83,29,150,110,170,150,0.31316725978647686,0.31316725978647686,arabesque,arabesque_25.jpeg
130,100,91,163,149,152,157,169,0.40819964349376114,0.3140495867768595,arabesque,perspective_2_arabesque_54.jpeg
8,90,35,13,142,167,113,145,0.029574861367837338,0.308300395256917,arabesque,flipped_arabesque_10.jpeg
90,76,3,21,147,150,156,173,0.2336,0.2134646962233169,arabesque,arabesque_10.jpeg
66,16,54,34,130,132,175,170,0.2263843648208469,0.29420505200594355,arabesque,flipped_arabesque_40.jpeg
68,124,172,0,148,123,179,168,0.18292682926829268,0.3871951219512195,arabesque,perspective_2_flipped_arabesque_58.jpeg
161,118,119,73,149,117,164,175,0.29704797047970477,0.42620481927710846,arabesque,perspective_2_flipped_arabesque_47.jpeg
41,49,45,37,126,139,177,171,0.12356979405034325,0.1953781512605042,arabesque,perspective_2_flipped_arabesque_24.jpeg
176,14,68,61,135,155,173,172,0.39030955585464333,0.042283298097251586,arabesque,arabesque_55.jpeg
56,8,60,17,164,136,160,176,0.22115384615384615,0.19161676646706588,arabesque,perspective_2_flipped_arabesque_2.jpeg
37,133,0,86,133,153,165,179,0.10020876826722339,0.2980456026058632,arabesque,perspective_1_arabesque_32.jpeg
81,82,88,4,148,123,179,156,0.31561461794019935,0.23277467411545624,arabesque,perspective_1_flipped_arabesque_31.jpeg
113,90,9,150,128,149,173,174,0.3643122676579926,0.2565217391304348,arabesque,perspective_2_arabesque_4.jpeg
153,75,93,134,139,158,160,177,0.48936170212765956,0.323943661971831,arabesque,perspective_2_arabesque_53.jpeg
84,115,49,161,127,162,164,161,0.2859744990892532,0.32062391681109187,arabesque,arabesque_65.jpeg
151,99,101,160,137,127,162,177,0.5250431778929189,0.3834080717488789,arabesque,perspective_2_arabesque_47.jpeg
165,120,36,9,131,127,175,161,0.256198347107438,0.36619718309859156,arabesque,flipped_arabesque_37.jpeg
128,146,31,151,115,165,138,168,0.4265402843601896,0.26443768996960487,arabesque,arabesque_17.jpeg
89,93,1,45,153,124,178,161,0.10852713178294573,0.36464088397790057,arabesque,perspective_1_flipped_arabesque_45.jpeg
143,114,17,75,131,134,177,170,0.34235976789168276,0.3047034764826176,arabesque,arabesque_37.jpeg
163,150,50,66,147,146,158,166,0.31009615384615385,0.44109055501460565,arabesque,flipped_arabesque_22.jpeg
148,15,3,95,135,148,179,173,0.3723916532905297,0.017587939698492462,arabesque,perspective_2_arabesque_58.jpeg
66,24,43,114,125,151,168,172,0.18362282878411912,0.07584269662921349,arabesque,perspective_2_arabesque_21.jpeg
147,116,100,174,122,160,174,166,0.47831474597273854,0.4240766073871409,arabesque,arabesque_50.jpeg
131,94,84,166,140,156,173,174,0.3722044728434505,0.28933092224231466,arabesque,perspective_1_arabesque_54.jpeg
153,143,86,156,152,102,154,76,0.375,0.43907156673114117,arabesque,perspective_2_arabesque_24.jpeg
44,91,45,154,140,166,170,169,0.2156448202959831,0.22058823529411764,arabesque,perspective_1_arabesque_66.jpeg
123,118,35,177,124,156,177,156,0.4188034188034188,0.23308270676691728,arabesque,perspective_1_arabesque_14.jpeg
125,80,24,172,124,152,167,164,0.45537065052950076,0.23728813559322035,arabesque,perspective_2_arabesque_18.jpeg
68,106,85,90,127,131,164,170,0.1813186813186813,0.3559077809798271,arabesque,arabesque_34.jpeg
42,80,93,30,155,129,177,164,0.07783018867924528,0.2759259259259259,arabesque,perspective_1_flipped_arabesque_40.jpeg
161,131,117,28,159,148,150,164,0.3191489361702128,0.4713656387665198,arabesque,flipped_arabesque_15.jpeg
142,128,115,177,134,142,175,172,0.48270676691729325,0.4478330658105939,arabesque,perspective_2_arabesque_51.jpeg
161,79,54,57,134,133,174,169,0.30324074074074076,0.29836829836829837,arabesque,perspective_2_arabesque_30.jpeg
137,158,104,44,158,153,148,129,0.2966252220248668,0.38125,arabesque,perspective_1_flipped_arabesque_13.jpeg
33,125,34,8,117,153,144,166,0.13318284424379231,0.375609756097561,arabesque,arabesque_7.jpeg
83,36,1,24,142,166,165,178,0.24482758620689654,0.15606936416184972,arabesque,perspective_1_arabesque_10.jpeg
175,50,29,46,125,163,175,163,0.34540389972144847,0.11153119092627599,arabesque,arabesque_43.jpeg
140,35,77,49,154,113,167,171,0.4110576923076923,0.23197492163009403,arabesque,perspective_1_arabesque_40.jpeg
162,81,71,36,158,120,171,158,0.3985239852398524,0.26077097505668934,arabesque,perspective_2_arabesque_28.jpeg
176,171,37,130,151,151,176,170,0.4102272727272727,0.2171945701357466,arabesque,perspective_2_arabesque_13.jpeg
109,128,95,33,168,165,151,159,0.24677716390423574,0.38863976083707025,arabesque,perspective_2_flipped_arabesque_13.jpeg
175,114,74,17,135,125,177,165,0.4327731092436975,0.2555147058823529,arabesque,perspective_2_flipped_arabesque_33.jpeg
13,18,19,137,131,161,166,165,0.2748091603053435,0.14414414414414414,arabesque,perspective_2_arabesque_42.jpeg
2,17,31,23,178,163,179,162,0.1218274111675127,0.3107569721115538,arabesque,perspective_1_arabesque_15.jpeg
151,124,114,174,128,151,175,178,0.5178571428571429,0.49056603773584906,arabesque,arabesque_51.jpeg
179,152,37,46,127,165,168,165,0.34057971014492755,0.3269230769230769,arabesque,arabesque_56.jpeg
77,98,130,48,137,122,172,174,0.1,0.29057187017001546,arabesque,perspective_2_flipped_arabesque_23.jpeg
163,128,44,27,128,130,174,178,0.37868162692847124,0.34467455621301774,arabesque,flipped_arabesque_38.jpeg
145,129,91,168,122,161,172,163,0.4937655860349127,0.4361111111111111,arabesque,arabesque_49.jpeg
66,79,64,12,155,116,179,170,0.1388888888888889,0.27906976744186046,arabesque,perspective_1_flipped_arabesque_11.jpeg
148,23,14,97,136,158,164,157,0.325187969924812,0.07948717948717948,arabesque,perspective_1_arabesque_57.jpeg
7,142,123,98,132,129,171,177,0.06768558951965066,0.40446304044630405,arabesque,arabesque_33.jpeg
112,114,155,13,149,118,167,169,0.2729044834307992,0.44494047619047616,arabesque,perspective_1_flipped_arabesque_17.jpeg
45,78,19,102,134,149,175,177,0.13002364066193853,0.2826510721247563,arabesque,perspective_2_arabesque_31.jpeg
177,84,77,0,170,120,175,173,0.2979397781299525,0.3110419906687403,arabesque,perspective_2_flipped_arabesque_20.jpeg
147,60,7,143,126,148,164,174,0.3588652482269504,0.10139165009940358,arabesque,arabesque_58.jpeg
137,118,49,166,115,163,162,162,0.37209302325581395,0.31724137931034485,arabesque,perspective_2_arabesque_63.jpeg
113,118,10,50,131,133,165,175,0.24808575803981622,0.38701622971285893,arabesque,flipped_arabesque_28.jpeg
127,8,104,49,173,124,179,171,0.19244604316546762,0.1348747591522158,arabesque,arabesque_63.jpeg
157,153,52,15,165,117,173,176,0.2140468227424749,0.34449093444909346,arabesque,perspective_1_flipped_arabesque_41.jpeg
178,5,63,101,131,173,161,166,0.28448275862068967,0.025821596244131457,arabesque,arabesque_61.jpeg
115,39,7,116,140,157,175,173,0.23325635103926096,0.14871794871794872,arabesque,perspective_1_arabesque_21.jpeg
178,39,79,49,132,124,175,145,0.52,0.23255813953488372,arabesque,perspective_2_arabesque_22.jpeg
86,53,45,21,162,133,158,176,0.08647450110864745,0.2759226713532513,arabesque,perspective_2_flipped_arabesque_44.jpeg
147,127,56,150,123,163,172,161,0.29523809523809524,0.3555878084179971,arabesque,arabesque_60.jpeg
147,164,14,40,137,139,168,164,0.32899628252788105,0.4341692789968652,arabesque,perspective_2_arabesque_36.jpeg
123,90,96,0,169,118,169,168,0.28551532033426186,0.30013642564802184,arabesque,flipped_arabesque_2.jpeg
29,118,85,57,127,128,151,174,0.064453125,0.2764350453172205,arabesque,flipped_arabesque_27.jpeg
124,94,75,34,171,113,127,164,0.28864569083447333,0.2463768115942029,arabesque,arabesque_4.jpeg
102,21,17,13,166,111,175,163,0.2182468694096601,0.3019169329073482,arabesque,perspective_2_flipped_arabesque_42.jpeg
22,150,111,87,123,135,169,170,0.08764044943820225,0.3820395738203957,arabesque,arabesque_32.jpeg
121,154,16,45,121,149,177,173,0.34216335540838855,0.3101851851851852,arabesque,perspective_2_arabesque_37.jpeg
114,107,24,97,124,156,153,158,0.38767395626242546,0.3047404063205418,arabesque,perspective_2_arabesque_69.jpeg
111,95,50,84,140,157,164,167,0.30656934306569344,0.25925925925925924,arabesque,perspective_1_arabesque_56.jpeg
138,131,106,162,122,141,174,162,0.5228276877761414,0.43356643356643354,arabesque,perspective_1_arabesque_51.jpeg
142,123,65,37,138,126,172,173,0.37305699481865284,0.3019230769230769,arabesque,arabesque_40.jpeg
111,74,16,158,121,163,166,154,0.4107692307692308,0.16375545851528384,arabesque,perspective_1_arabesque_18.jpeg
109,160,31,80,121,154,156,177,0.1762208067940552,0.2906764168190128,arabesque,perspective_1_arabesque_31.jpeg
168,44,78,45,143,130,170,156,0.4366347177848775,0.22886297376093295,arabesque,arabesque_22.jpeg
177,57,25,133,123,169,164,141,0.3436928702010969,0.1728110599078341,arabesque,perspective_1_arabesque_4.jpeg
175,44,105,170,124,148,174,162,0.5205992509363296,0.39906103286384975,arabesque,perspective_1_arabesque_50.jpeg
41,157,19,79,102,164,178,172,0.18208092485549132,0.3261904761904762,arabesque,perspective_2_arabesque_6.jpeg
162,48,88,21,140,92,171,118,0.43147208121827413,0.29337539432176657,arabesque,perspective_1_arabesque_25.jpeg
61,118,48,34,128,138,171,173,0.20967741935483872,0.314,arabesque,perspective_2_flipped_arabesque_40.jpeg
178,14,25,103,125,165,177,159,0.2875536480686695,0.13541666666666666,arabesque,arabesque_42.jpeg
162,164,44,45,125,161,147,169,0.3371647509578544,0.3255360623781676,arabesque,perspective_2_arabesque_56.jpeg
146,92,47,14,151,127,171,157,0.2822429906542056,0.2862453531598513,arabesque,perspective_1_flipped_arabesque_35.jpeg
159,115,89,17,179,124,176,177,0.2972560975609756,0.3606102635228849,arabesque,flipped_arabesque_4.jpeg
70,33,81,151,135,150,159,174,0.3081081081081081,0.18471337579617833,arabesque,arabesque_62.jpeg
147,157,35,145,139,167,159,136,0.43724279835390945,0.18962962962962962,arabesque,arabesque_14.jpeg
173,68,93,21,140,119,168,170,0.20675105485232068,0.24346076458752516,arabesque,perspective_1_flipped_arabesque_34.jpeg
93,148,47,52,132,138,147,172,0.292817679558011,0.2967032967032967,arabesque,arabesque_35.jpeg
166,25,71,71,140,150,172,176,0.3617693522906793,0.10421286031042129,arabesque,perspective_2_arabesque_55.jpeg
133,121,23,172,133,154,167,173,0.44506258692628653,0.21456692913385828,arabesque,perspective_2_arabesque_14.jpeg
134,79,50,12,171,127,168,170,0.22240527182866557,0.35253772290809327,arabesque,perspective_1_flipped_arabesque_42.jpeg
147,7,79,108,139,148,174,164,0.34623655913978496,0.08433734939759036,arabesque,perspective_2_arabesque_27.jpeg
127,119,141,20,159,117,179,148,0.2674772036474164,0.44018583042973286,arabesque,flipped_arabesque_17.jpeg
82,130,3,62,136,179,161,170,0.225177304964539,0.23333333333333334,arabesque,perspective_1_arabesque_9.jpeg
139,59,154,17,142,113,157,176,0.3326848249027237,0.35283018867924526,arabesque,perspective_2_flipped_arabesque_69.jpeg
55,114,179,11,161,124,173,159,0.0893854748603352,0.36328125,arabesque,flipped_arabesque_19.jpeg
165,39,147,13,158,116,170,174,0.2670157068062827,0.2459605026929982,arabesque,perspective_1_flipped_arabesque_2.jpeg
0,115,143,8,162,127,177,176,0.1614100185528757,0.37047353760445684,arabesque,perspective_1_flipped_arabesque_19.jpeg
20,51,75,11,159,122,179,166,0.09110169491525423,0.25,arabesque,perspective_1_flipped_arabesque_21.jpeg
116,136,28,144,115,168,149,167,0.41881443298969073,0.22905982905982905,arabesque,perspective_1_arabesque_16.jpeg
86,156,52,83,122,159,166,176,0.18689320388349515,0.3064182194616977,arabesque,perspective_2_arabesque_34.jpeg
170,47,84,124,137,115,167,156,0.433392539964476,0.15608465608465608,arabesque,perspective_2_arabesque_23.jpeg
80,5,36,110,130,152,173,177,0.2676991150442478,0.13123359580052493,arabesque,perspective_2_arabesque_43.jpeg
128,1,80,9,140,125,177,150,0.32633053221288516,0.15761821366024517,arabesque,flipped_arabesque_31.jpeg
170,21,31,26,129,141,160,175,0.3716216216216216,0.10289389067524116,arabesque,perspective_2_arabesque_57.jpeg
137,144,82,58,138,119,165,170,0.2910958904109589,0.24727272727272728,arabesque,arabesque_30.jpeg
111,143,118,9,156,123,171,176,0.23981191222570533,0.39375,arabesque,flipped_arabesque_59.jpeg
169,58,13,178,144,162,160,154,0.38130563798219586,0.08552631578947369,arabesque,perspective_2_arabesque_59.jpeg
116,150,33,44,125,137,170,168,0.31556503198294245,0.42984014209591476,arabesque,perspective_2_arabesque_38.jpeg
161,158,32,39,124,155,172,172,0.48380566801619435,0.4,arabesque,flipped_arabesque_13.jpeg
168,119,123,77,157,127,175,174,0.3158620689655172,0.3807740324594257,arabesque,flipped_arabesque_47.jpeg
91,41,17,85,142,151,165,167,0.3156779661016949,0.10277777777777777,arabesque,perspective_2_arabesque_44.jpeg
136,90,33,142,116,167,176,167,0.26798561151079137,0.32727272727272727,arabesque,arabesque_68.jpeg
154,81,114,1,154,118,175,179,0.2599431818181818,0.37902264600715135,arabesque,flipped_arabesque_12.jpeg
151,101,103,160,134,142,173,172,0.49258160237388726,0.3701657458563536,arabesque,perspective_2_arabesque_52.jpeg
132,165,27,136,137,164,152,179,0.43482905982905984,0.2611731843575419,arabesque,arabesque_15.jpeg
150,49,89,135,137,141,166,165,0.43897216274089934,0.1465798045602606,arabesque,perspective_2_arabesque_45.jpeg
121,108,101,4,143,118,159,167,0.1875,0.3631123919308357,arabesque,perspective_2_flipped_arabesque_59.jpeg
173,93,85,9,172,121,170,163,0.3273001508295626,0.3242424242424242,arabesque,flipped_arabesque_20.jpeg
20,101,97,49,162,155,164,166,0.07317073170731707,0.16585365853658537,arabesque,perspective_2_flipped_arabesque_64.jpeg
156,112,143,81,160,134,176,175,0.2787456445993031,0.3510971786833856,arabesque,perspective_1_flipped_arabesque_47.jpeg
17,73,33,128,140,160,172,167,0.18699186991869918,0.23076923076923078,arabesque,perspective_2_arabesque_66.jpeg
166,130,113,35,157,146,137,151,0.1533980582524272,0.43886743886743884,arabesque,perspective_2_flipped_arabesque_14.jpeg
179,143,39,6,132,128,176,175,0.33689839572192515,0.31365313653136534,arabesque,perspective_2_flipped_arabesque_35.jpeg
8,97,175,121,130,143,175,170,0.09782608695652174,0.3112033195020747,arabesque,perspective_2_arabesque_32.jpeg
138,113,28,73,149,124,157,168,0.2794759825327511,0.3153526970954357,arabesque,perspective_1_arabesque_35.jpeg
81,129,63,38,130,135,110,163,0.21212121212121213,0.3157894736842105,arabesque,perspective_2_flipped_arabesque_39.jpeg
111,101,9,136,117,158,170,177,0.31176470588235294,0.1912442396313364,arabesque,perspective_1_arabesque_19.jpeg
154,40,38,26,147,177,134,176,0.4351464435146444,0.1419491525423729,arabesque,perspective_1_flipped_arabesque_9.jpeg
119,86,82,9,156,121,178,169,0.26138032305433184,0.2710144927536232,arabesque,perspective_2_flipped_arabesque_34.jpeg
121,104,136,19,167,127,170,175,0.20634920634920634,0.3967828418230563,arabesque,perspective_2_flipped_arabesque_12.jpeg
165,129,91,73,159,127,166,166,0.3082191780821918,0.45698924731182794,arabesque,perspective_1_flipped_arabesque_53.jpeg
25,32,80,18,169,139,171,177,0.139186295503212,0.16597510373443983,arabesque,perspective_1_flipped_arabesque_66.jpeg
65,116,159,16,154,119,159,173,0.1350210970464135,0.40406976744186046,arabesque,perspective_1_flipped_arabesque_18.jpeg
157,32,96,130,143,116,164,165,0.34776725304465494,0.08712121212121213,arabesque,arabesque_23.jpeg
93,127,134,2,145,126,164,175,0.1910828025477707,0.3884430176565008,arabesque,perspective_1_flipped_arabesque_58.jpeg
148,76,50,155,117,163,153,154,0.41846758349705304,0.17777777777777778,arabesque,perspective_1_arabesque_60.jpeg
79,36,47,85,137,155,167,164,0.31675874769797424,0.17920353982300885,arabesque,perspective_1_arabesque_45.jpeg
106,67,15,134,122,160,179,165,0.2462526766595289,0.25738396624472576,arabesque,perspective_1_arabesque_2.jpeg
123,24,62,88,129,158,172,168,0.3562043795620438,0.10909090909090909,arabesque,arabesque_45.jpeg
173,61,84,0,167,110,175,160,0.3074626865671642,0.24919093851132687,arabesque,flipped_arabesque_6.jpeg
138,86,79,4,137,124,178,151,0.3656804733727811,0.20943952802359883,arabesque,flipped_arabesque_32.jpeg
143,39,76,34,145,95,159,144,0.4046610169491525,0.14329268292682926,arabesque,perspective_1_arabesque_27.jpeg
151,108,41,15,155,134,165,161,0.2286902286902287,0.33512544802867383,arabesque,perspective_2_flipped_arabesque_43.jpeg
167,35,19,88,136,164,162,154,0.48238897396630936,0.17359413202933985,arabesque,perspective_1_arabesque_44.jpeg
111,52,45,3,178,143,147,175,0.35413642960812775,0.22066549912434325,arabesque,flipped_arabesque_9.jpeg
163,36,79,90,143,141,156,177,0.30734966592427615,0.12394366197183099,arabesque,perspective_2_arabesque_26.jpeg
130,66,68,7,143,125,169,155,0.3796068796068796,0.2473919523099851,arabesque,flipped_arabesque_34.jpeg
62,28,153,22,162,121,165,170,0.18491484184914841,0.18292682926829268,arabesque,perspective_2_flipped_arabesque_66.jpeg
10,175,119,71,125,128,174,150,0.03260869565217391,0.42857142857142855,arabesque,perspective_2_arabesque_33.jpeg
167,113,71,19,141,128,174,146,0.34099616858237547,0.3320388349514563,arabesque,perspective_1_arabesque_29.jpeg
108,153,35,50,129,136,157,177,0.29908256880733947,0.3612040133779264,arabesque,arabesque_36.jpeg
106,90,0,131,116,162,154,172,0.3393665158371041,0.1751412429378531,arabesque,arabesque_19.jpeg
130,115,15,171,128,153,176,174,0.41292134831460675,0.2692307692307692,arabesque,perspective_1_arabesque_13.jpeg
33,5,28,85,127,161,177,174,0.26996197718631176,0.07913669064748201,arabesque,perspective_1_arabesque_43.jpeg
116,134,2,164,117,143,162,174,0.2571428571428571,0.1814814814814815,arabesque,arabesque_11.jpeg
142,60,98,75,148,118,166,168,0.23060344827586207,0.23060344827586207,arabesque,perspective_1_arabesque_24.jpeg
118,94,21,154,117,157,170,171,0.40075853350189633,0.20202020202020202,arabesque,arabesque_18.jpeg
61,25,162,0,158,129,175,171,0.14965986394557823,0.23625254582484725,arabesque,perspective_2_flipped_arabesque_21.jpeg
141,129,98,173,131,140,165,178,0.471608832807571,0.4224137931034483,arabesque,perspective_1_arabesque_47.jpeg
155,21,88,111,113,168,170,170,0.5523672883787661,0.30973451327433627,arabesque,perspective_2_arabesque_49.jpeg
138,11,69,76,115,154,168,174,0.44715447154471544,0.18660287081339713,arabesque,perspective_2_arabesque_46.jpeg
152,175,9,31,134,137,169,170,0.33076923076923076,0.35555555555555557,arabesque,perspective_1_arabesque_36.jpeg
20,7,16,55,131,149,166,173,0.07580174927113703,0.07038123167155426,arabesque,perspective_1_flipped_arabesque_63.jpeg
103,55,29,170,131,148,173,163,0.32142857142857145,0.16939890710382513,arabesque,perspective_1_arabesque_58.jpeg
158,5,0,44,133,133,166,155,0.36511156186612576,0.12078651685393259,arabesque,perspective_1_arabesque_37.jpeg
136,107,34,166,118,169,170,174,0.28974358974358977,0.342042755344418,arabesque,perspective_2_arabesque_68.jpeg
84,89,15,152,118,154,175,160,0.26953125,0.20085470085470086,arabesque,arabesque_5.jpeg
173,55,33,33,130,131,169,179,0.23091603053435114,0.2672727272727273,arabesque,perspective_2_flipped_arabesque_30.jpeg
171,24,53,117,125,163,161,178,0.3058823529411765,0.15914489311163896,arabesque,perspective_2_arabesque_61.jpeg
29,110,132,16,157,121,165,166,0.10650887573964497,0.3845108695652174,arabesque,perspective_2_flipped_arabesque_18.jpeg
46,57,143,22,163,119,173,175,0.08616187989556136,0.24568965517241378,arabesque,perspective_2_flipped_arabesque_65.jpeg
80,104,2,145,115,167,168,163,0.2595078299776286,0.2266355140186916,arabesque,perspective_2_arabesque_20.jpeg
3,17,133,0,151,116,178,151,0.19962686567164178,0.142,arabesque,perspective_2_flipped_arabesque_31.jpeg
117,27,92,18,153,118,175,162,0.27794561933534745,0.15547703180212014,arabesque,perspective_1_flipped_arabesque_32.jpeg
99,14,58,85,143,142,169,174,0.3281519861830743,0.055825242718446605,arabesque,perspective_1_arabesque_55.jpeg
77,164,2,8,138,172,149,168,0.23118279569892472,0.38362068965517243,arabesque,perspective_2_arabesque_9.jpeg
102,89,162,4,158,111,175,161,0.1732418524871355,0.31339031339031337,arabesque,flipped_arabesque_5.jpeg
124,173,24,44,127,158,170,175,0.33648393194706994,0.3583180987202925,arabesque,perspective_2_arabesque_35.jpeg
68,26,146,12,168,121,168,175,0.15992647058823528,0.1614678899082569,arabesque,flipped_arabesque_66.jpeg
120,47,87,11,159,123,166,173,0.17901234567901234,0.31443298969072164,arabesque,flipped_arabesque_42.jpeg
146,81,61,47,158,127,166,176,0.09859154929577464,0.3182423435419441,arabesque,flipped_arabesque_45.jpeg
118,41,179,15,159,122,176,162,0.3370967741935484,0.29381443298969073,arabesque,flipped_arabesque_68.jpeg
91,11,139,21,169,134,166,177,0.18876404494382024,0.15654205607476634,arabesque,perspective_1_flipped_arabesque_67.jpeg
144,62,87,3,140,127,171,144,0.3704630788485607,0.21651090342679127,arabesque,flipped_arabesque_33.jpeg
115,111,56,57,140,123,169,179,0.3476482617586912,0.354251012145749,arabesque,arabesque_38.jpeg
60,76,104,11,157,127,177,166,0.13900414937759337,0.3129139072847682,arabesque,perspective_2_flipped_arabesque_11.jpeg
27,47,11,56,132,169,170,160,0.28771929824561404,0.11739130434782609,arabesque,perspective_1_arabesque_42.jpeg
109,160,8,178,143,134,148,171,0.423785594639866,0.26180257510729615,arabesque,perspective_2_arabesque_12.jpeg
110,12,22,84,109,167,129,179,0.3827893175074184,0.18271119842829076,arabesque,perspective_1_arabesque_17.jpeg
139,122,98,30,158,143,131,137,0.2749658002735978,0.3629807692307692,arabesque,flipped_arabesque_14.jpeg
97,126,0,15,167,126,168,176,0.07293666026871401,0.35514018691588783,arabesque,flipped_arabesque_57.jpeg
159,59,85,116,132,160,179,163,0.42857142857142855,0.2,arabesque,arabesque_54.jpeg
140,85,7,44,125,142,157,177,0.29304029304029305,0.2591170825335892,arabesque,perspective_1_flipped_arabesque_25.jpeg
159,130,83,138,121,159,167,159,0.5176651305683564,0.40190476190476193,arabesque,perspective_2_arabesque_48.jpeg
138,135,18,175,129,163,171,164,0.3370165745856354,0.375,arabesque,perspective_1_arabesque_69.jpeg
34,69,56,39,125,142,178,178,0.08913649025069638,0.23776223776223776,arabesque,perspective_2_flipped_arabesque_26.jpeg
154,57,64,116,117,160,175,169,0.331002331002331,0.20718232044198895,arabesque,perspective_2_arabesque_64.jpeg
100,115,31,37,140,129,152,170,0.1746031746031746,0.35346358792184723,arabesque,perspective_1_flipped_arabesque_29.jpeg
123,143,32,42,138,129,176,172,0.32558139534883723,0.3530183727034121,arabesque,flipped_arabesque_29.jpeg
124,49,8,124,130,166,169,151,0.26306620209059234,0.2323049001814882,arabesque,arabesque_20.jpeg
12,1,70,10,171,143,173,179,0.15399239543726237,0.14092664092664092,arabesque,perspective_2_arabesque_60.jpeg
146,1,82,72,136,131,178,152,0.3576158940397351,0.0673076923076923,arabesque,perspective_1_arabesque_23.jpeg
112,121,124,0,146,118,175,170,0.27593360995850624,0.387719298245614,arabesque,perspective_1_flipped_arabesque_59.jpeg
122,76,11,115,126,160,155,157,0.48255813953488375,0.17592592592592593,arabesque,perspective_2_arabesque_15.jpeg
67,72,21,38,115,159,164,165,0.15625,0.2827324478178368,arabesque,arabesque_6.jpeg
147,9,65,65,144,126,178,165,0.3103448275862069,0.025974025974025976,arabesque,perspective_1_arabesque_30.jpeg
149,116,81,15,166,119,167,174,0.24005305039787797,0.35034013605442177,arabesque,flipped_arabesque_41.jpeg
116,130,25,153,117,157,161,178,0.4220032840722496,0.30434782608695654,arabesque,perspective_2_arabesque_17.jpeg
104,134,18,43,129,127,166,166,0.2414486921529175,0.3653198653198653,arabesque,perspective_2_flipped_arabesque_29.jpeg
146,118,69,155,129,153,162,163,0.4703296703296703,0.42890995260663506,arabesque,perspective_2_arabesque_65.jpeg
74,130,175,40,147,138,175,162,0.20544554455445543,0.30669546436285094,arabesque,perspective_1_flipped_arabesque_68.jpeg
99,127,49,30,177,135,152,166,0.23089430894308943,0.23214285714285715,arabesque,perspective_2_arabesque_41.jpeg
176,81,60,31,135,137,178,150,0.32452830188679244,0.284,arabesque,perspective_2_arabesque_29.jpeg
152,91,93,151,129,160,176,171,0.46201743462017436,0.322884012539185,arabesque,arabesque_53.jpeg
76,70,39,133,125,165,168,175,0.2825,0.2545454545454545,arabesque,perspective_1_arabesque_67.jpeg
111,132,72,160,95,166,133,172,0.45038167938931295,0.5560123329907503,bow,perspective_1_flipped_bow_12.jpeg
